model,prompt,review_index,response_length,key_phrase_count,similarity_score,meets_threshold,score
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},45,95,3,,True,39.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},46,305,1,,False,122.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},47,74,1,,False,30.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},48,132,1,,False,53.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},49,293,1,,False,117.60000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},50,171,1,,False,68.80000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},51,107,2,,True,43.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},52,103,2,,True,42.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},53,157,1,,False,63.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},54,80,1,,False,32.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},55,393,1,,False,157.60000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},56,93,1,,False,37.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},57,51,2,,True,21.200000000000003
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},58,143,1,,False,57.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},59,124,2,,True,50.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},60,122,1,,False,49.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},61,207,1,,False,83.20000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},62,122,1,,False,49.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},63,35,3,,True,15.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},64,97,1,,False,39.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},65,195,1,,False,78.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},66,108,1,,False,43.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},67,405,2,,True,162.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},68,91,2,,True,37.199999999999996
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},69,36,1,,False,14.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},70,340,1,,False,136.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},71,78,3,,True,32.400000000000006
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},72,72,1,,False,29.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},73,195,1,,False,78.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},74,41,2,,True,17.200000000000003
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},75,70,1,,False,28.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},76,266,1,,False,106.80000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},77,218,2,,True,88.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},78,246,1,,False,98.80000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},79,125,1,,False,50.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},80,242,1,,False,97.20000000000002
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},81,169,2,,True,68.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},82,166,1,,False,66.80000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},83,145,2,,True,58.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},84,71,1,,False,28.8
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},85,89,1,,False,36.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},86,107,2,,True,43.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},87,59,1,,False,24.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},88,100,1,,False,40.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},89,234,1,,False,94.00000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},90,91,2,,True,37.199999999999996
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},91,77,1,,False,31.2
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},92,158,1,,False,63.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},93,105,1,,False,42.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},94,231,3,,True,93.60000000000001
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},95,100,1,,False,40.4
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},96,62,3,,True,26.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},97,129,1,,False,52.0
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},98,42,2,,True,17.6
codellama:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},99,160,3,,True,65.2
llama3.1:latest,Turn the following review into a concise user story: {review},0,19,0,,False,7.6000000000000005
llama3.1:latest,Turn the following review into a concise user story: {review},1,55,2,,True,22.8
llama3.1:latest,Turn the following review into a concise user story: {review},2,87,3,,True,36.00000000000001
llama3.1:latest,Turn the following review into a concise user story: {review},3,49,3,,True,20.8
llama3.1:latest,Turn the following review into a concise user story: {review},4,43,3,,True,18.4
llama3.1:latest,Turn the following review into a concise user story: {review},5,92,3,,True,38.00000000000001
llama3.1:latest,Turn the following review into a concise user story: {review},6,74,2,,True,30.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},7,49,3,,True,20.8
llama3.1:latest,Turn the following review into a concise user story: {review},8,55,1,,False,22.4
llama3.1:latest,Turn the following review into a concise user story: {review},9,49,3,,True,20.8
llama3.1:latest,Turn the following review into a concise user story: {review},10,77,3,,True,32.0
llama3.1:latest,Turn the following review into a concise user story: {review},11,132,2,,True,53.6
llama3.1:latest,Turn the following review into a concise user story: {review},12,57,2,,True,23.6
llama3.1:latest,Turn the following review into a concise user story: {review},13,65,3,,True,27.2
llama3.1:latest,Turn the following review into a concise user story: {review},14,148,1,,False,59.6
llama3.1:latest,Turn the following review into a concise user story: {review},15,50,2,,True,20.8
llama3.1:latest,Turn the following review into a concise user story: {review},16,62,2,,True,25.6
llama3.1:latest,Turn the following review into a concise user story: {review},17,66,2,,True,27.200000000000003
llama3.1:latest,Turn the following review into a concise user story: {review},18,77,3,,True,32.0
llama3.1:latest,Turn the following review into a concise user story: {review},19,53,3,,True,22.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},20,22,0,,False,8.8
llama3.1:latest,Turn the following review into a concise user story: {review},21,109,3,,True,44.800000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},22,60,3,,True,25.2
llama3.1:latest,Turn the following review into a concise user story: {review},23,46,3,,True,19.6
llama3.1:latest,Turn the following review into a concise user story: {review},24,58,2,,True,24.000000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},25,38,0,,False,15.200000000000001
llama3.1:latest,Turn the following review into a concise user story: {review},26,94,2,,True,38.4
llama3.1:latest,Turn the following review into a concise user story: {review},27,155,2,,True,62.8
llama3.1:latest,Turn the following review into a concise user story: {review},28,72,2,,True,29.6
llama3.1:latest,Turn the following review into a concise user story: {review},29,86,1,,False,34.8
llama3.1:latest,Turn the following review into a concise user story: {review},30,43,2,,True,18.0
llama3.1:latest,Turn the following review into a concise user story: {review},31,98,3,,True,40.400000000000006
llama3.1:latest,Turn the following review into a concise user story: {review},32,204,2,,True,82.4
llama3.1:latest,Turn the following review into a concise user story: {review},33,64,1,,False,26.0
llama3.1:latest,Turn the following review into a concise user story: {review},34,6,0,,False,2.4000000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},35,58,3,,True,24.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},36,69,3,,True,28.8
llama3.1:latest,Turn the following review into a concise user story: {review},37,122,3,,True,50.00000000000001
llama3.1:latest,Turn the following review into a concise user story: {review},38,100,3,,True,41.2
llama3.1:latest,Turn the following review into a concise user story: {review},39,36,2,,True,15.200000000000001
llama3.1:latest,Turn the following review into a concise user story: {review},40,50,3,,True,21.2
llama3.1:latest,Turn the following review into a concise user story: {review},41,56,3,,True,23.6
llama3.1:latest,Turn the following review into a concise user story: {review},42,100,3,,True,41.2
llama3.1:latest,Turn the following review into a concise user story: {review},43,43,3,,True,18.4
llama3.1:latest,Turn the following review into a concise user story: {review},44,54,3,,True,22.8
llama3.1:latest,Turn the following review into a concise user story: {review},45,89,1,,False,36.0
llama3.1:latest,Turn the following review into a concise user story: {review},46,76,2,,True,31.200000000000003
llama3.1:latest,Turn the following review into a concise user story: {review},47,47,3,,True,20.0
llama3.1:latest,Turn the following review into a concise user story: {review},48,71,1,,False,28.8
llama3.1:latest,Turn the following review into a concise user story: {review},49,99,1,,False,40.0
llama3.1:latest,Turn the following review into a concise user story: {review},50,131,1,,False,52.800000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},51,56,2,,True,23.200000000000003
llama3.1:latest,Turn the following review into a concise user story: {review},52,44,3,,True,18.8
llama3.1:latest,Turn the following review into a concise user story: {review},53,18,0,,False,7.2
llama3.1:latest,Turn the following review into a concise user story: {review},54,46,3,,True,19.6
llama3.1:latest,Turn the following review into a concise user story: {review},55,64,1,,False,26.0
llama3.1:latest,Turn the following review into a concise user story: {review},56,44,2,,True,18.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},57,54,3,,True,22.8
llama3.1:latest,Turn the following review into a concise user story: {review},58,74,1,,False,30.0
llama3.1:latest,Turn the following review into a concise user story: {review},59,108,1,,False,43.6
llama3.1:latest,Turn the following review into a concise user story: {review},60,53,3,,True,22.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},61,115,3,,True,47.2
llama3.1:latest,Turn the following review into a concise user story: {review},62,83,3,,True,34.400000000000006
llama3.1:latest,Turn the following review into a concise user story: {review},63,65,3,,True,27.2
llama3.1:latest,Turn the following review into a concise user story: {review},64,92,2,,True,37.6
llama3.1:latest,Turn the following review into a concise user story: {review},65,20,0,,False,8.0
llama3.1:latest,Turn the following review into a concise user story: {review},66,98,3,,True,40.400000000000006
llama3.1:latest,Turn the following review into a concise user story: {review},67,55,2,,True,22.8
llama3.1:latest,Turn the following review into a concise user story: {review},68,41,3,,True,17.6
llama3.1:latest,Turn the following review into a concise user story: {review},69,69,3,,True,28.8
llama3.1:latest,Turn the following review into a concise user story: {review},70,60,3,,True,25.2
llama3.1:latest,Turn the following review into a concise user story: {review},71,78,3,,True,32.400000000000006
llama3.1:latest,Turn the following review into a concise user story: {review},72,54,3,,True,22.8
llama3.1:latest,Turn the following review into a concise user story: {review},73,94,3,,True,38.800000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},74,82,1,,False,33.2
llama3.1:latest,Turn the following review into a concise user story: {review},75,50,3,,True,21.2
llama3.1:latest,Turn the following review into a concise user story: {review},76,101,1,,False,40.800000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},77,44,2,,True,18.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},78,89,3,,True,36.800000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},79,53,2,,True,22.000000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},80,48,2,,True,20.000000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},81,72,2,,True,29.6
llama3.1:latest,Turn the following review into a concise user story: {review},82,88,2,,True,36.0
llama3.1:latest,Turn the following review into a concise user story: {review},83,63,1,,False,25.6
llama3.1:latest,Turn the following review into a concise user story: {review},84,51,3,,True,21.6
llama3.1:latest,Turn the following review into a concise user story: {review},85,59,2,,True,24.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},86,44,3,,True,18.8
llama3.1:latest,Turn the following review into a concise user story: {review},87,58,2,,True,24.000000000000004
llama3.1:latest,Turn the following review into a concise user story: {review},88,100,3,,True,41.2
llama3.1:latest,Turn the following review into a concise user story: {review},89,98,3,,True,40.400000000000006
llama3.1:latest,Turn the following review into a concise user story: {review},90,69,2,,True,28.400000000000002
llama3.1:latest,Turn the following review into a concise user story: {review},91,67,1,,False,27.2
llama3.1:latest,Turn the following review into a concise user story: {review},92,117,2,,True,47.6
llama3.1:latest,Turn the following review into a concise user story: {review},93,151,2,,True,61.2
llama3.1:latest,Turn the following review into a concise user story: {review},94,19,0,,False,7.6000000000000005
llama3.1:latest,Turn the following review into a concise user story: {review},95,53,1,,False,21.6
llama3.1:latest,Turn the following review into a concise user story: {review},96,43,3,,True,18.4
llama3.1:latest,Turn the following review into a concise user story: {review},97,82,2,,True,33.6
llama3.1:latest,Turn the following review into a concise user story: {review},98,47,3,,True,20.0
llama3.1:latest,Turn the following review into a concise user story: {review},99,99,1,,False,40.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",0,52,3,,True,22.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",1,73,3,,True,30.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",2,69,3,,True,28.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",3,57,3,,True,24.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",4,100,3,,True,41.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",5,54,3,,True,22.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",6,23,0,,False,9.200000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",7,84,3,,True,34.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",8,42,3,,True,18.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",9,50,3,,True,21.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",10,54,3,,True,22.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",11,49,3,,True,20.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",12,43,3,,True,18.4
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",13,116,3,,True,47.60000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",14,93,2,,True,38.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",15,44,3,,True,18.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",16,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",17,87,3,,True,36.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",18,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",19,116,3,,True,47.60000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",20,26,0,,False,10.4
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",21,54,3,,True,22.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",22,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",23,173,3,,True,70.4
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",24,76,2,,True,31.200000000000003
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",25,74,3,,True,30.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",26,47,3,,True,20.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",27,193,3,,True,78.4
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",28,70,3,,True,29.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",29,76,3,,True,31.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",30,71,3,,True,29.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",31,39,3,,True,16.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",32,152,3,,True,62.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",33,90,2,,True,36.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",34,30,0,,False,12.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",35,100,3,,True,41.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",36,65,3,,True,27.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",37,150,3,,True,61.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",38,34,0,,False,13.600000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",39,60,2,,True,24.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",40,70,3,,True,29.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",41,50,3,,True,21.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",42,66,2,,True,27.200000000000003
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",43,97,3,,True,40.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",44,74,3,,True,30.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",45,89,3,,True,36.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",46,68,3,,True,28.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",47,59,3,,True,24.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",48,67,3,,True,28.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",49,90,3,,True,37.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",50,36,3,,True,15.600000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",51,50,3,,True,21.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",52,104,3,,True,42.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",53,29,0,,False,11.600000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",54,113,3,,True,46.400000000000006
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",55,58,3,,True,24.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",56,52,3,,True,22.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",57,39,3,,True,16.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",58,71,3,,True,29.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",59,85,3,,True,35.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",60,71,3,,True,29.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",61,92,3,,True,38.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",62,82,3,,True,34.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",63,95,3,,True,39.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",64,39,3,,True,16.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",65,21,0,,False,8.4
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",66,48,3,,True,20.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",67,20,0,,False,8.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",68,48,3,,True,20.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",69,41,3,,True,17.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",70,70,3,,True,29.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",71,89,3,,True,36.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",72,42,3,,True,18.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",73,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",74,89,3,,True,36.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",75,45,3,,True,19.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",76,53,3,,True,22.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",77,39,3,,True,16.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",78,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",79,28,0,,False,11.200000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",80,59,3,,True,24.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",81,89,3,,True,36.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",82,89,3,,True,36.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",83,75,2,,True,30.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",84,104,3,,True,42.800000000000004
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",85,108,3,,True,44.400000000000006
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",86,87,3,,True,36.00000000000001
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",87,54,3,,True,22.8
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",88,40,3,,True,17.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",89,86,3,,True,35.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",90,73,3,,True,30.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",91,62,3,,True,26.0
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",92,41,3,,True,17.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",93,81,3,,True,33.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",94,55,3,,True,23.2
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",95,113,3,,True,46.400000000000006
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",96,93,3,,True,38.400000000000006
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",97,51,3,,True,21.6
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",98,63,3,,True,26.400000000000002
llama3.1:latest,"Based on the review below, create a user story in the format: As a [User Role], I want [Goal] so that [Benefit]: {review}",99,46,3,,True,19.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},0,157,2,,True,63.6
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},1,150,2,,True,60.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},2,188,3,,True,76.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},3,197,2,,True,79.60000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},4,169,2,,True,68.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},5,218,3,,True,88.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},6,94,2,,True,38.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},7,164,2,,True,66.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},8,166,2,,True,67.2
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},9,194,3,,True,78.80000000000001
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},10,93,2,,True,38.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},11,165,2,,True,66.8
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},12,162,3,,True,66.0
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},13,183,3,,True,74.4
llama3.1:latest,Generate a user story that summarizes the key features or improvements requested in this review: {review},14,127,1,,False,51.2
